SSN,lname,fname,hname,address,city,state,zip,country,tel,dob,mstatus,dmarri,ddate1,ddate2,ddate3,dateleft,Semester_Withdrew,MidSem_Withdrew,branch,notescomments,ExpectedCompletionDate,UpdatesforECD
090-29-3010,Horowitz,Eliezer Zev,Yakov Zev,1447 Tanglewood Lane,Monsey,NY,10952,,(718)376-6357,7/3/1995,,,,,,,,N,0,,05/2017,
090-29-3010,Horowitz,Eliezer Zev,Yakov Zev,1447 Tanglewood Lane,Monsey,NY,10952,,(718)376-6357,7/3/1995,,,,,,,,N,0,,05/2017,
090-29-3010,Horowitz,Eliezer Zev,Yakov Zev,1447 Tanglewood Lane,Monsey,NY,10952,,(718)376-6357,7/3/1995,,,,,,,,N,0,,05/2017,
090-29-3010,Horowitz,Eliezer Zev,Yakov Zev,1447 Tanglewood Lane,Monsey,NY,10952,,(718)376-6357,7/3/1995,,,,,,,,N,0,,05/2017,
090-29-3010,Horowitz,Eliezer Zev,Yakov Zev,1447 Tanglewood Lane,Monsey,NY,10952,,(718)376-6357,7/3/1995,,,,,,,,N,0,,05/2017,
090-29-3010,Horowitz,Eliezer Zev,Yakov Zev,1447 Tanglewood Lane,Monsey,NY,10952,,(718)376-6357,7/3/1995,,,,,,,,N,0,,05/2017,
090-29-3010,Horowitz,Eliezer Zev,Yakov Zev,1447 Tanglewood Lane,Monsey,NY,10952,,(718)376-6357,7/3/1995,,,,,,,,N,0,,05/2017,
090-29-3010,Horowitz,Eliezer Zev,Yakov Zev,1447 Tanglewood Lane,Monsey,NY,10952,,(718)376-6357,7/3/1995,,,,,,,,N,0,,05/2017,
090-29-3010,Horowitz,Eliezer Zev,Yakov Zev,1447 Tanglewood Lane,Monsey,NY,10952,,(718)376-6357,7/3/1995,,,,,,,,N,0,,05/2017,
090-29-3010,Horowitz,Eliezer Zev,Yakov Zev,1447 Tanglewood Lane,Monsey,NY,10952,,(718)376-6357,7/3/1995,,,,,,,,N,0,,05/2017,
090-29-3010,Horowitz,Eliezer Zev,Yakov Zev,1447 Tanglewood Lane,Monsey,NY,10952,,(718)376-6357,7/3/1995,,,,,,,,N,0,,05/2017,
090-29-3010,Horowitz,Eliezer Zev,Yakov Zev,1447 Tanglewood Lane,Monsey,NY,10952,,(718)376-6357,7/3/1995,,,,,,,,N,0,,05/2017,
090-29-3010,Horowitz,Eliezer Zev,Yakov Zev,1447 Tanglewood Lane,Monsey,NY,10952,,(718)376-6357,7/3/1995,,,,,,,,N,0,,05/2017,
090-29-3010,Horowitz,Eliezer Zev,Yakov Zev,1447 Tanglewood Lane,Monsey,NY,10952,,(718)376-6357,7/3/1995,,,,,,,,N,0,,05/2017,
090-29-3010,Horowitz,Eliezer Zev,Yakov Zev,1447 Tanglewood Lane,Monsey,NY,10952,,(718)376-6357,7/3/1995,,,,,,,,N,0,,05/2017,
090-29-3010,Horowitz,Eliezer Zev,Yakov Zev,1447 Tanglewood Lane,Monsey,NY,10952,,(718)376-6357,7/3/1995,,,,,,,,N,0,,05/2017,
090-29-3010,Horowitz,Eliezer Zev,Yakov Zev,1447 Tanglewood Lane,Monsey,NY,10952,,(718)376-6357,7/3/1995,,,,,,,,N,0,,05/2017,
090-29-3010,Horowitz,Eliezer Zev,Yakov Zev,1447 Tanglewood Lane,Monsey,NY,10952,,(718)376-6357,7/3/1995,,,,,,,,N,0,,05/2017,
090-29-3010,Horowitz,Eliezer Zev,Yakov Zev,1447 Tanglewood Lane,Monsey,NY,10952,,(718)376-6357,7/3/1995,,,,,,,,N,0,,05/2017,
090-29-3010,Horowitz,Eliezer Zev,Yakov Zev,1447 Tanglewood Lane,Monsey,NY,10952,,(718)376-6357,7/3/1995,,,,,,,,N,0,,05/2017,
090-29-3010,Horowitz,Eliezer Zev,Yakov Zev,1447 Tanglewood Lane,Monsey,NY,10952,,(718)376-6357,7/3/1995,,,,,,,,N,0,,05/2017,
090-29-3010,Horowitz,Eliezer Zev,Yakov Zev,1447 Tanglewood Lane,Monsey,NY,10952,,(718)376-6357,7/3/1995,,,,,,,,N,0,,05/2017,
090-29-3010,Horowitz,Eliezer Zev,Yakov Zev,1447 Tanglewood Lane,Monsey,NY,10952,,(718)376-6357,7/3/1995,,,,,,,,N,0,,05/2017,
090-29-3010,Horowitz,Eliezer Zev,Yakov Zev,1447 Tanglewood Lane,Monsey,NY,10952,,(718)376-6357,7/3/1995,,,,,,,,N,0,,05/2017,
391-92-3221,Ishay,Meyer Shabsi,,1467 Cedarview Avenue,Valley Village,CA,91607,,(718)386-3537,9/1/1995,,,,,,,,N,1,,05/2017,
391-92-3221,Ishay,Meyer Shabsi,,1467 Cedarview Avenue,Valley Village,CA,91607,,(718)386-3537,9/1/1995,,,,,,,,N,1,,05/2017,
391-92-3221,Ishay,Meyer Shabsi,,1467 Cedarview Avenue,Valley Village,CA,91607,,(718)386-3537,9/1/1995,,,,,,,,N,1,,05/2017,
391-92-3221,Ishay,Meyer Shabsi,,1467 Cedarview Avenue,Valley Village,CA,91607,,(718)386-3537,9/1/1995,,,,,,,,N,1,,05/2017,
391-92-3221,Ishay,Meyer Shabsi,,1467 Cedarview Avenue,Valley Village,CA,91607,,(718)386-3537,9/1/1995,,,,,,,,N,1,,05/2017,
391-92-3221,Ishay,Meyer Shabsi,,1467 Cedarview Avenue,Valley Village,CA,91607,,(718)386-3537,9/1/1995,,,,,,,,N,1,,05/2017,
391-92-3221,Ishay,Meyer Shabsi,,1467 Cedarview Avenue,Valley Village,CA,91607,,(718)386-3537,9/1/1995,,,,,,,,N,1,,05/2017,
391-92-3221,Ishay,Meyer Shabsi,,1467 Cedarview Avenue,Valley Village,CA,91607,,(718)386-3537,9/1/1995,,,,,,,,N,1,,05/2017,
391-92-3221,Ishay,Meyer Shabsi,,1467 Cedarview Avenue,Valley Village,CA,91607,,(718)386-3537,9/1/1995,,,,,,,,N,1,,05/2017,
391-92-3221,Ishay,Meyer Shabsi,,1467 Cedarview Avenue,Valley Village,CA,91607,,(718)386-3537,9/1/1995,,,,,,,,N,1,,05/2017,
391-92-3221,Ishay,Meyer Shabsi,,1467 Cedarview Avenue,Valley Village,CA,91607,,(718)386-3537,9/1/1995,,,,,,,,N,1,,05/2017,
391-92-3221,Ishay,Meyer Shabsi,,1467 Cedarview Avenue,Valley Village,CA,91607,,(718)386-3537,9/1/1995,,,,,,,,N,1,,05/2017,
391-92-3221,Ishay,Meyer Shabsi,,1467 Cedarview Avenue,Valley Village,CA,91607,,(718)386-3537,9/1/1995,,,,,,,,N,1,,05/2017,
391-92-3221,Ishay,Meyer Shabsi,,1467 Cedarview Avenue,Valley Village,CA,91607,,(718)386-3537,9/1/1995,,,,,,,,N,1,,05/2017,
391-92-3221,Ishay,Meyer Shabsi,,1467 Cedarview Avenue,Valley Village,CA,91607,,(718)386-3537,9/1/1995,,,,,,,,N,1,,05/2017,
391-92-3221,Ishay,Meyer Shabsi,,1467 Cedarview Avenue,Valley Village,CA,91607,,(718)386-3537,9/1/1995,,,,,,,,N,1,,05/2017,
391-92-3221,Ishay,Meyer Shabsi,,1467 Cedarview Avenue,Valley Village,CA,91607,,(718)386-3537,9/1/1995,,,,,,,,N,1,,05/2017,
391-92-3221,Ishay,Meyer Shabsi,,1467 Cedarview Avenue,Valley Village,CA,91607,,(718)386-3537,9/1/1995,,,,,,,,N,1,,05/2017,
391-92-3221,Ishay,Meyer Shabsi,,1467 Cedarview Avenue,Valley Village,CA,91607,,(718)386-3537,9/1/1995,,,,,,,,N,1,,05/2017,
391-92-3221,Ishay,Meyer Shabsi,,1467 Cedarview Avenue,Valley Village,CA,91607,,(718)386-3537,9/1/1995,,,,,,,,N,1,,05/2017,
391-92-3221,Ishay,Meyer Shabsi,,1467 Cedarview Avenue,Valley Village,CA,91607,,(718)386-3537,9/1/1995,,,,,,,,N,1,,05/2017,
391-92-3221,Ishay,Meyer Shabsi,,1467 Cedarview Avenue,Valley Village,CA,91607,,(718)386-3537,9/1/1995,,,,,,,,N,1,,05/2017,
391-92-3221,Ishay,Meyer Shabsi,,1467 Cedarview Avenue,Valley Village,CA,91607,,(718)386-3537,9/1/1995,,,,,,,,N,1,,05/2017,
391-92-3221,Ishay,Meyer Shabsi,,1467 Cedarview Avenue,Valley Village,CA,91607,,(718)386-3537,9/1/1995,,,,,,,,N,1,,05/2017,
399-93-3221,Jacobovitch,Chaim,,1495 Canterbury Road,Lakewood,NJ,08701,,(718)436-1024,3/24/1994,,,,,,7/16/2015,SU15,E,0,,06/2016,
399-93-3221,Jacobovitch,Chaim,,1495 Canterbury Road,Lakewood,NJ,08701,,(718)436-1024,3/24/1994,,,,,,7/16/2015,SU15,E,0,,06/2016,
399-93-3221,Jacobovitch,Chaim,,1495 Canterbury Road,Lakewood,NJ,08701,,(718)436-1024,3/24/1994,,,,,,7/16/2015,SU15,E,0,,06/2016,
399-93-3221,Jacobovitch,Chaim,,1495 Canterbury Road,Lakewood,NJ,08701,,(718)436-1024,3/24/1994,,,,,,7/16/2015,SU15,E,0,,06/2016,
399-93-3221,Jacobovitch,Chaim,,1495 Canterbury Road,Lakewood,NJ,08701,,(718)436-1024,3/24/1994,,,,,,7/16/2015,SU15,E,0,,06/2016,
399-93-3221,Jacobovitch,Chaim,,1495 Canterbury Road,Lakewood,NJ,08701,,(718)436-1024,3/24/1994,,,,,,7/16/2015,SU15,E,0,,06/2016,
399-93-3221,Jacobovitch,Chaim,,1495 Canterbury Road,Lakewood,NJ,08701,,(718)436-1024,3/24/1994,,,,,,7/16/2015,SU15,E,0,,06/2016,
399-93-3221,Jacobovitch,Chaim,,1495 Canterbury Road,Lakewood,NJ,08701,,(718)436-1024,3/24/1994,,,,,,7/16/2015,SU15,E,0,,06/2016,
399-93-3221,Jacobovitch,Chaim,,1495 Canterbury Road,Lakewood,NJ,08701,,(718)436-1024,3/24/1994,,,,,,7/16/2015,SU15,E,0,,06/2016,
399-93-3221,Jacobovitch,Chaim,,1495 Canterbury Road,Lakewood,NJ,08701,,(718)436-1024,3/24/1994,,,,,,7/16/2015,SU15,E,0,,06/2016,
399-93-3221,Jacobovitch,Chaim,,1495 Canterbury Road,Lakewood,NJ,08701,,(718)436-1024,3/24/1994,,,,,,7/16/2015,SU15,E,0,,06/2016,
399-93-3221,Jacobovitch,Chaim,,1495 Canterbury Road,Lakewood,NJ,08701,,(718)436-1024,3/24/1994,,,,,,7/16/2015,SU15,E,0,,06/2016,
399-93-3221,Jacobovitch,Chaim,,1495 Canterbury Road,Lakewood,NJ,08701,,(718)436-1024,3/24/1994,,,,,,7/16/2015,SU15,E,0,,06/2016,
399-93-3221,Jacobovitch,Chaim,,1495 Canterbury Road,Lakewood,NJ,08701,,(718)436-1024,3/24/1994,,,,,,7/16/2015,SU15,E,0,,06/2016,
399-93-3221,Jacobovitch,Chaim,,1495 Canterbury Road,Lakewood,NJ,08701,,(718)436-1024,3/24/1994,,,,,,7/16/2015,SU15,E,0,,06/2016,
399-93-3221,Jacobovitch,Chaim,,1495 Canterbury Road,Lakewood,NJ,08701,,(718)436-1024,3/24/1994,,,,,,7/16/2015,SU15,E,0,,06/2016,
399-93-3221,Jacobovitch,Chaim,,1495 Canterbury Road,Lakewood,NJ,08701,,(718)436-1024,3/24/1994,,,,,,7/16/2015,SU15,E,0,,06/2016,
399-93-3221,Jacobovitch,Chaim,,1495 Canterbury Road,Lakewood,NJ,08701,,(718)436-1024,3/24/1994,,,,,,7/16/2015,SU15,E,0,,06/2016,
399-93-3221,Jacobovitch,Chaim,,1495 Canterbury Road,Lakewood,NJ,08701,,(718)436-1024,3/24/1994,,,,,,7/16/2015,SU15,E,0,,06/2016,
399-93-3221,Jacobovitch,Chaim,,1495 Canterbury Road,Lakewood,NJ,08701,,(718)436-1024,3/24/1994,,,,,,7/16/2015,SU15,E,0,,06/2016,
399-93-3221,Jacobovitch,Chaim,,1495 Canterbury Road,Lakewood,NJ,08701,,(718)436-1024,3/24/1994,,,,,,7/16/2015,SU15,E,0,,06/2016,
399-93-3221,Jacobovitch,Chaim,,1495 Canterbury Road,Lakewood,NJ,08701,,(718)436-1024,3/24/1994,,,,,,7/16/2015,SU15,E,0,,06/2016,
399-93-3221,Jacobovitch,Chaim,,1495 Canterbury Road,Lakewood,NJ,08701,,(718)436-1024,3/24/1994,,,,,,7/16/2015,SU15,E,0,,06/2016,
399-93-3221,Jacobovitch,Chaim,,1495 Canterbury Road,Lakewood,NJ,08701,,(718)436-1024,3/24/1994,,,,,,7/16/2015,SU15,E,0,,06/2016,
321-09-0000,Jacobs,Chaim,Sholom,15 Cameo Ridge Road,Lakewood,NJ,08701,,(718)471-2395,10/7/1997,,,,,,,,N,0,,202001,
321-09-0000,Jacobs,Chaim,Sholom,15 Cameo Ridge Road,Lakewood,NJ,08701,,(718)471-2395,10/7/1997,,,,,,,,N,0,,202001,
321-09-0000,Jacobs,Chaim,Sholom,15 Cameo Ridge Road,Lakewood,NJ,08701,,(718)471-2395,10/7/1997,,,,,,,,N,0,,202001,
321-09-0000,Jacobs,Chaim,Sholom,15 Cameo Ridge Road,Lakewood,NJ,08701,,(718)471-2395,10/7/1997,,,,,,,,N,0,,202001,
321-09-0000,Jacobs,Chaim,Sholom,15 Cameo Ridge Road,Lakewood,NJ,08701,,(718)471-2395,10/7/1997,,,,,,,,N,0,,202001,
321-09-0000,Jacobs,Chaim,Sholom,15 Cameo Ridge Road,Lakewood,NJ,08701,,(718)471-2395,10/7/1997,,,,,,,,N,0,,202001,
321-09-0000,Jacobs,Chaim,Sholom,15 Cameo Ridge Road,Lakewood,NJ,08701,,(718)471-2395,10/7/1997,,,,,,,,N,0,,202001,
321-09-0000,Jacobs,Chaim,Sholom,15 Cameo Ridge Road,Lakewood,NJ,08701,,(718)471-2395,10/7/1997,,,,,,,,N,0,,202001,
321-09-0000,Jacobs,Chaim,Sholom,15 Cameo Ridge Road,Lakewood,NJ,08701,,(718)471-2395,10/7/1997,,,,,,,,N,0,,202001,
321-09-0000,Jacobs,Chaim,Sholom,15 Cameo Ridge Road,Lakewood,NJ,08701,,(718)471-2395,10/7/1997,,,,,,,,N,0,,202001,
321-09-0000,Jacobs,Chaim,Sholom,15 Cameo Ridge Road,Lakewood,NJ,08701,,(718)471-2395,10/7/1997,,,,,,,,N,0,,202001,
321-09-0000,Jacobs,Chaim,Sholom,15 Cameo Ridge Road,Lakewood,NJ,08701,,(718)471-2395,10/7/1997,,,,,,,,N,0,,202001,
321-09-0000,Jacobs,Chaim,Sholom,15 Cameo Ridge Road,Lakewood,NJ,08701,,(718)471-2395,10/7/1997,,,,,,,,N,0,,202001,
321-09-0000,Jacobs,Chaim,Sholom,15 Cameo Ridge Road,Lakewood,NJ,08701,,(718)471-2395,10/7/1997,,,,,,,,N,0,,202001,
321-09-0000,Jacobs,Chaim,Sholom,15 Cameo Ridge Road,Lakewood,NJ,08701,,(718)471-2395,10/7/1997,,,,,,,,N,0,,202001,
321-09-0000,Jacobs,Chaim,Sholom,15 Cameo Ridge Road,Lakewood,NJ,08701,,(718)471-2395,10/7/1997,,,,,,,,N,0,,202001,
321-09-0000,Jacobs,Chaim,Sholom,15 Cameo Ridge Road,Lakewood,NJ,08701,,(718)471-2395,10/7/1997,,,,,,,,N,0,,202001,
321-09-0000,Jacobs,Chaim,Sholom,15 Cameo Ridge Road,Lakewood,NJ,08701,,(718)471-2395,10/7/1997,,,,,,,,N,0,,202001,
321-09-0000,Jacobs,Chaim,Sholom,15 Cameo Ridge Road,Lakewood,NJ,08701,,(718)471-2395,10/7/1997,,,,,,,,N,0,,202001,
321-09-0000,Jacobs,Chaim,Sholom,15 Cameo Ridge Road,Lakewood,NJ,08701,,(718)471-2395,10/7/1997,,,,,,,,N,0,,202001,
321-09-0000,Jacobs,Chaim,Sholom,15 Cameo Ridge Road,Lakewood,NJ,08701,,(718)471-2395,10/7/1997,,,,,,,,N,0,,202001,
321-09-0000,Jacobs,Chaim,Sholom,15 Cameo Ridge Road,Lakewood,NJ,08701,,(718)471-2395,10/7/1997,,,,,,,,N,0,,202001,
321-09-0000,Jacobs,Chaim,Sholom,15 Cameo Ridge Road,Lakewood,NJ,08701,,(718)471-2395,10/7/1997,,,,,,,,N,0,,202001,
321-09-0000,Jacobs,Chaim,Sholom,15 Cameo Ridge Road,Lakewood,NJ,08701,,(718)471-2395,10/7/1997,,,,,,,,N,0,,202001,
313-92-9210,Jager,Yisroel,,1530 East 31st Street,Lakewood,NJ,08701,,(718)627-3176,1/25/1995,,,,,,,,N,0,,,
313-92-9210,Jager,Yisroel,,1530 East 31st Street,Lakewood,NJ,08701,,(718)627-3176,1/25/1995,,,,,,,,N,0,,,
313-92-9210,Jager,Yisroel,,1530 East 31st Street,Lakewood,NJ,08701,,(718)627-3176,1/25/1995,,,,,,,,N,0,,,
313-92-9210,Jager,Yisroel,,1530 East 31st Street,Lakewood,NJ,08701,,(718)627-3176,1/25/1995,,,,,,,,N,0,,,
313-92-9210,Jager,Yisroel,,1530 East 31st Street,Lakewood,NJ,08701,,(718)627-3176,1/25/1995,,,,,,,,N,0,,,
313-92-9210,Jager,Yisroel,,1530 East 31st Street,Lakewood,NJ,08701,,(718)627-3176,1/25/1995,,,,,,,,N,0,,,
313-92-9210,Jager,Yisroel,,1530 East 31st Street,Lakewood,NJ,08701,,(718)627-3176,1/25/1995,,,,,,,,N,0,,,
313-92-9210,Jager,Yisroel,,1530 East 31st Street,Lakewood,NJ,08701,,(718)627-3176,1/25/1995,,,,,,,,N,0,,,
313-92-9210,Jager,Yisroel,,1530 East 31st Street,Lakewood,NJ,08701,,(718)627-3176,1/25/1995,,,,,,,,N,0,,,
313-92-9210,Jager,Yisroel,,1530 East 31st Street,Lakewood,NJ,08701,,(718)627-3176,1/25/1995,,,,,,,,N,0,,,
313-92-9210,Jager,Yisroel,,1530 East 31st Street,Lakewood,NJ,08701,,(718)627-3176,1/25/1995,,,,,,,,N,0,,,
313-92-9210,Jager,Yisroel,,1530 East 31st Street,Lakewood,NJ,08701,,(718)627-3176,1/25/1995,,,,,,,,N,0,,,
313-92-9210,Jager,Yisroel,,1530 East 31st Street,Lakewood,NJ,08701,,(718)627-3176,1/25/1995,,,,,,,,N,0,,,
313-92-9210,Jager,Yisroel,,1530 East 31st Street,Lakewood,NJ,08701,,(718)627-3176,1/25/1995,,,,,,,,N,0,,,
313-92-9210,Jager,Yisroel,,1530 East 31st Street,Lakewood,NJ,08701,,(718)627-3176,1/25/1995,,,,,,,,N,0,,,
313-92-9210,Jager,Yisroel,,1530 East 31st Street,Lakewood,NJ,08701,,(718)627-3176,1/25/1995,,,,,,,,N,0,,,
313-92-9210,Jager,Yisroel,,1530 East 31st Street,Lakewood,NJ,08701,,(718)627-3176,1/25/1995,,,,,,,,N,0,,,
313-92-9210,Jager,Yisroel,,1530 East 31st Street,Lakewood,NJ,08701,,(718)627-3176,1/25/1995,,,,,,,,N,0,,,
313-92-9210,Jager,Yisroel,,1530 East 31st Street,Lakewood,NJ,08701,,(718)627-3176,1/25/1995,,,,,,,,N,0,,,
313-92-9210,Jager,Yisroel,,1530 East 31st Street,Lakewood,NJ,08701,,(718)627-3176,1/25/1995,,,,,,,,N,0,,,
313-92-9210,Jager,Yisroel,,1530 East 31st Street,Lakewood,NJ,08701,,(718)627-3176,1/25/1995,,,,,,,,N,0,,,
313-92-9210,Jager,Yisroel,,1530 East 31st Street,Lakewood,NJ,08701,,(718)627-3176,1/25/1995,,,,,,,,N,0,,,
313-92-9210,Jager,Yisroel,,1530 East 31st Street,Lakewood,NJ,08701,,(718)627-3176,1/25/1995,,,,,,,,N,0,,,
313-92-9210,Jager,Yisroel,,1530 East 31st Street,Lakewood,NJ,08701,,(718)627-3176,1/25/1995,,,,,,,,N,0,,,
313-00-1290,Jurkansky,Yisroel Meir,,1547 East 12th Street,Lakewood,NJ,08701,,(718)686-1025,9/4/1996,,,,,,7/16/2015,SU15,E,0,,,
313-00-1290,Jurkansky,Yisroel Meir,,1547 East 12th Street,Lakewood,NJ,08701,,(718)686-1025,9/4/1996,,,,,,7/16/2015,SU15,E,0,,,
313-00-1290,Jurkansky,Yisroel Meir,,1547 East 12th Street,Lakewood,NJ,08701,,(718)686-1025,9/4/1996,,,,,,7/16/2015,SU15,E,0,,,
313-00-1290,Jurkansky,Yisroel Meir,,1547 East 12th Street,Lakewood,NJ,08701,,(718)686-1025,9/4/1996,,,,,,7/16/2015,SU15,E,0,,,
313-00-1290,Jurkansky,Yisroel Meir,,1547 East 12th Street,Lakewood,NJ,08701,,(718)686-1025,9/4/1996,,,,,,7/16/2015,SU15,E,0,,,
313-00-1290,Jurkansky,Yisroel Meir,,1547 East 12th Street,Lakewood,NJ,08701,,(718)686-1025,9/4/1996,,,,,,7/16/2015,SU15,E,0,,,
313-00-1290,Jurkansky,Yisroel Meir,,1547 East 12th Street,Lakewood,NJ,08701,,(718)686-1025,9/4/1996,,,,,,7/16/2015,SU15,E,0,,,
313-00-1290,Jurkansky,Yisroel Meir,,1547 East 12th Street,Lakewood,NJ,08701,,(718)686-1025,9/4/1996,,,,,,7/16/2015,SU15,E,0,,,
313-00-1290,Jurkansky,Yisroel Meir,,1547 East 12th Street,Lakewood,NJ,08701,,(718)686-1025,9/4/1996,,,,,,7/16/2015,SU15,E,0,,,
313-00-1290,Jurkansky,Yisroel Meir,,1547 East 12th Street,Lakewood,NJ,08701,,(718)686-1025,9/4/1996,,,,,,7/16/2015,SU15,E,0,,,
313-00-1290,Jurkansky,Yisroel Meir,,1547 East 12th Street,Lakewood,NJ,08701,,(718)686-1025,9/4/1996,,,,,,7/16/2015,SU15,E,0,,,
313-00-1290,Jurkansky,Yisroel Meir,,1547 East 12th Street,Lakewood,NJ,08701,,(718)686-1025,9/4/1996,,,,,,7/16/2015,SU15,E,0,,,
313-00-1290,Jurkansky,Yisroel Meir,,1547 East 12th Street,Lakewood,NJ,08701,,(718)686-1025,9/4/1996,,,,,,7/16/2015,SU15,E,0,,,
313-00-1290,Jurkansky,Yisroel Meir,,1547 East 12th Street,Lakewood,NJ,08701,,(718)686-1025,9/4/1996,,,,,,7/16/2015,SU15,E,0,,,
313-00-1290,Jurkansky,Yisroel Meir,,1547 East 12th Street,Lakewood,NJ,08701,,(718)686-1025,9/4/1996,,,,,,7/16/2015,SU15,E,0,,,
313-00-1290,Jurkansky,Yisroel Meir,,1547 East 12th Street,Lakewood,NJ,08701,,(718)686-1025,9/4/1996,,,,,,7/16/2015,SU15,E,0,,,
313-00-1290,Jurkansky,Yisroel Meir,,1547 East 12th Street,Lakewood,NJ,08701,,(718)686-1025,9/4/1996,,,,,,7/16/2015,SU15,E,0,,,
313-00-1290,Jurkansky,Yisroel Meir,,1547 East 12th Street,Lakewood,NJ,08701,,(718)686-1025,9/4/1996,,,,,,7/16/2015,SU15,E,0,,,
313-00-1290,Jurkansky,Yisroel Meir,,1547 East 12th Street,Lakewood,NJ,08701,,(718)686-1025,9/4/1996,,,,,,7/16/2015,SU15,E,0,,,
313-00-1290,Jurkansky,Yisroel Meir,,1547 East 12th Street,Lakewood,NJ,08701,,(718)686-1025,9/4/1996,,,,,,7/16/2015,SU15,E,0,,,
313-00-1290,Jurkansky,Yisroel Meir,,1547 East 12th Street,Lakewood,NJ,08701,,(718)686-1025,9/4/1996,,,,,,7/16/2015,SU15,E,0,,,
313-00-1290,Jurkansky,Yisroel Meir,,1547 East 12th Street,Lakewood,NJ,08701,,(718)686-1025,9/4/1996,,,,,,7/16/2015,SU15,E,0,,,
313-00-1290,Jurkansky,Yisroel Meir,,1547 East 12th Street,Lakewood,NJ,08701,,(718)686-1025,9/4/1996,,,,,,7/16/2015,SU15,E,0,,,
313-00-1290,Jurkansky,Yisroel Meir,,1547 East 12th Street,Lakewood,NJ,08701,,(718)686-1025,9/4/1996,,,,,,7/16/2015,SU15,E,0,,,
010-23-2329,Kanarek,Yosef,,155 High Street,Brooklyn,NY,11230,,(718)837-7443,4/4/1996,,,,,,,,N,0,,01/2018,
311-92-0203,Kanarek,Yehoshua,,1574 East Seventh Street,Lakewood,NJ,08701,,(718)868-1593,3/11/1996,,,,,,7/16/2015,SU15,E,0,,,
330-00-2390,Kanarek,Moshe T.,Shloimie,16 New Hill Road,Beverly Hills,CA,90211,,(718)868-2536,7/29/1996,,,,,,,,N,0,,122019,
313-00-1023,Kanarek,Yehuda Aryeh,,1637 East Third Street,Spring Valley,NY,10977,,(718)868-8674,4/11/1997,,,,,,,,N,0,,202001,
010-23-2329,Kanarek,Yosef,,155 High Street,Brooklyn,NY,11230,,(718)837-7443,4/4/1996,,,,,,,,N,0,,01/2018,
311-92-0203,Kanarek,Yehoshua,,1574 East Seventh Street,Lakewood,NJ,08701,,(718)868-1593,3/11/1996,,,,,,7/16/2015,SU15,E,0,,,
330-00-2390,Kanarek,Moshe T.,Shloimie,16 New Hill Road,Beverly Hills,CA,90211,,(718)868-2536,7/29/1996,,,,,,,,N,0,,122019,
313-00-1023,Kanarek,Yehuda Aryeh,,1637 East Third Street,Spring Valley,NY,10977,,(718)868-8674,4/11/1997,,,,,,,,N,0,,202001,
010-23-2329,Kanarek,Yosef,,155 High Street,Brooklyn,NY,11230,,(718)837-7443,4/4/1996,,,,,,,,N,0,,01/2018,
311-92-0203,Kanarek,Yehoshua,,1574 East Seventh Street,Lakewood,NJ,08701,,(718)868-1593,3/11/1996,,,,,,7/16/2015,SU15,E,0,,,
330-00-2390,Kanarek,Moshe T.,Shloimie,16 New Hill Road,Beverly Hills,CA,90211,,(718)868-2536,7/29/1996,,,,,,,,N,0,,122019,
313-00-1023,Kanarek,Yehuda Aryeh,,1637 East Third Street,Spring Valley,NY,10977,,(718)868-8674,4/11/1997,,,,,,,,N,0,,202001,
010-23-2329,Kanarek,Yosef,,155 High Street,Brooklyn,NY,11230,,(718)837-7443,4/4/1996,,,,,,,,N,0,,01/2018,
311-92-0203,Kanarek,Yehoshua,,1574 East Seventh Street,Lakewood,NJ,08701,,(718)868-1593,3/11/1996,,,,,,7/16/2015,SU15,E,0,,,
330-00-2390,Kanarek,Moshe T.,Shloimie,16 New Hill Road,Beverly Hills,CA,90211,,(718)868-2536,7/29/1996,,,,,,,,N,0,,122019,
313-00-1023,Kanarek,Yehuda Aryeh,,1637 East Third Street,Spring Valley,NY,10977,,(718)868-8674,4/11/1997,,,,,,,,N,0,,202001,
010-23-2329,Kanarek,Yosef,,155 High Street,Brooklyn,NY,11230,,(718)837-7443,4/4/1996,,,,,,,,N,0,,01/2018,
311-92-0203,Kanarek,Yehoshua,,1574 East Seventh Street,Lakewood,NJ,08701,,(718)868-1593,3/11/1996,,,,,,7/16/2015,SU15,E,0,,,
330-00-2390,Kanarek,Moshe T.,Shloimie,16 New Hill Road,Beverly Hills,CA,90211,,(718)868-2536,7/29/1996,,,,,,,,N,0,,122019,
313-00-1023,Kanarek,Yehuda Aryeh,,1637 East Third Street,Spring Valley,NY,10977,,(718)868-8674,4/11/1997,,,,,,,,N,0,,202001,
010-23-2329,Kanarek,Yosef,,155 High Street,Brooklyn,NY,11230,,(718)837-7443,4/4/1996,,,,,,,,N,0,,01/2018,
311-92-0203,Kanarek,Yehoshua,,1574 East Seventh Street,Lakewood,NJ,08701,,(718)868-1593,3/11/1996,,,,,,7/16/2015,SU15,E,0,,,
330-00-2390,Kanarek,Moshe T.,Shloimie,16 New Hill Road,Beverly Hills,CA,90211,,(718)868-2536,7/29/1996,,,,,,,,N,0,,122019,
313-00-1023,Kanarek,Yehuda Aryeh,,1637 East Third Street,Spring Valley,NY,10977,,(718)868-8674,4/11/1997,,,,,,,,N,0,,202001,
010-23-2329,Kanarek,Yosef,,155 High Street,Brooklyn,NY,11230,,(718)837-7443,4/4/1996,,,,,,,,N,0,,01/2018,
